# px1=55,100  px2=100,155  fps=30
frame,px1_raw,px1_denoised,px2_raw,px2_denoised
0,16308,16300.0,16305,16313.5
1,16308,16309.4,16312,16316.0
2,16329,16315.2,16319,16312.4
3,16313,16315.2,16311,16304.1
4,16312,16309.4,16293,16294.2
5,16304,16300.0,16293,16286.5
6,16289,16290.6,16274,16284.0
7,16288,16284.8,16286,16287.6
8,16276,16284.8,16290,16295.9
9,16289,16290.6,16306,16305.8
10,16304,16300.0,16312,16313.5
11,16313,16309.4,16313,16316.0
12,16320,16315.2,16316,16312.4
13,16320,16315.2,16316,16304.1
14,16307,16309.4,16281,16294.2
15,16299,16300.0,16293,16286.5
16,16291,16290.6,16287,16284.0
17,16271,16284.8,16281,16287.6
18,16289,16284.8,16302,16295.9
19,16285,16290.6,16309,16305.8
20,16294,16300.0,16304,16313.5
21,16310,16309.4,16318,16316.0
22,16318,16315.2,16318,16312.4
23,16329,16315.2,16312,16304.1
24,16307,16309.4,16302,16294.2
25,16288,16300.0,16287,16286.5
26,16299,16290.6,16289,16284.0
27,16291,16284.8,16303,16287.6
28,16279,16284.8,16302,16295.9
29,16290,16290.6,16315,16305.8
30,16301,16300.0,16320,16313.5
31,16322,16309.4,16321,16316.0
32,16314,16315.2,16309,16312.4
33,16310,16315.2,16312,16304.1
34,16320,16309.4,16292,16294.2
35,16286,16300.0,16281,16286.5
36,16294,16290.6,16276,16284.0
37,16269,16284.8,16284,16287.6
38,16268,16284.8,16299,16295.9
39,16287,16290.6,16306,16305.8
40,16310,16300.0,16306,16313.5
41,16292,16309.4,16316,16316.0
42,16319,16315.2,16301,16312.4
43,16312,16315.2,16301,16304.1
44,16310,16309.4,16289,16294.2
45,16321,16300.0,16284,16286.5
46,16292,16290.6,16280,16284.0
47,16264,16284.8,16299,16287.6
48,16260,16284.8,16307,16295.9
49,16280,16290.6,16295,16305.8
50,16299,16300.0,16331,16313.5
51,16312,16309.4,16314,16316.0
52,16309,16315.2,16318,16312.4
53,16312,16315.2,16310,16304.1
54,16294,16309.4,16298,16294.2
55,16303,16300.0,16276,16286.5
56,16282,16290.6,16283,16284.0
57,16281,16284.8,16290,16287.6
58,16273,16284.8,16289,16295.9
59,16308,16290.6,16299,16305.8
60,16297,16300.0,16312,16313.5
61,16307,16309.4,16326,16316.0
62,16311,16315.2,16319,16312.4
63,16308,16315.2,16310,16304.1
64,16308,16309.4,16293,16294.2
65,16299,16300.0,16291,16286.5
66,16281,16290.6,16276,16284.0
67,16301,16284.8,16292,16287.6
68,16282,16284.8,16301,16295.9
69,16290,16290.6,16288,16305.8
70,16301,16300.0,16312,16313.5
71,16312,16309.4,16310,16316.0
72,16313,16315.2,16322,16312.4
73,16314,16315.2,16301,16304.1
74,16312,16309.4,16291,16294.2
75,16309,16300.0,16285,16286.5
76,16294,16290.6,16278,16284.0
77,16275,16284.8,16293,16287.6
78,16287,16284.8,16301,16295.9
79,16296,16290.6,16294,16305.8
80,16301,16300.0,16297,16313.5
81,16314,16309.4,16307,16316.0
82,16319,16315.2,16318,16312.4
83,16311,16315.2,16304,16304.1
84,16319,16309.4,16281,16294.2
85,16305,16300.0,16287,16286.5
86,16298,16290.6,16271,16284.0
87,16285,16284.8,16296,16287.6
88,16296,16284.8,16290,16295.9
89,16288,16290.6,16321,16305.8
90,16289,16300.0,16313,16313.5
91,16311,16309.4,16317,16316.0
92,16308,16315.2,16320,16312.4
93,16322,16315.2,16319,16304.1
94,16303,16309.4,16290,16294.2
95,16309,16300.0,16301,16286.5
96,16291,16290.6,16272,16284.0
97,16283,16284.8,16295,16287.6
98,16290,16284.8,16305,16295.9
99,16306,16290.6,16302,16305.8
100,16293,16300.0,16304,16313.5
101,16308,16309.4,16324,16316.0
102,16329,16315.2,16314,16312.4
103,16315,16315.2,16303,16304.1
104,16319,16309.4,16288,16294.2
105,16299,16300.0,16286,16286.5
106,16290,16290.6,16298,16284.0
107,16278,16284.8,16307,16287.6
108,16280,16284.8,16289,16295.9
109,16285,16290.6,16311,16305.8
110,16300,16300.0,16322,16313.5
111,16303,16309.4,16303,16316.0
112,16312,16315.2,16315,16312.4
113,16303,16315.2,16303,16304.1
114,16314,16309.4,16288,16294.2
115,16293,16300.0,16278,16286.5
116,16289,16290.6,16288,16284.0
117,16307,16284.8,16297,16287.6
118,16275,16284.8,16284,16295.9
119,16290,16290.6,16318,16305.8
120,16305,16300.0,16309,16313.5
121,16317,16309.4,16327,16316.0
122,16327,16315.2,16304,16312.4
123,16319,16315.2,16294,16304.1
124,16303,16309.4,16284,16294.2
125,16298,16300.0,16275,16286.5
126,16297,16290.6,16284,16284.0
127,16278,16284.8,16292,16287.6
128,16297,16284.8,16299,16295.9
129,16286,16290.6,16304,16305.8
130,16299,16300.0,16308,16313.5
